14 2
y 0.3256929196926699 0.67430708030733 
y 0.7667569086236797 0.2332430913763204 
y 0.1787304006604827 0.8212695993395183 
y 0.2866167034644969 0.7133832965355035 
y 0.7428512487728229 0.2571487512271773 
y 0.0759480343656941 0.9240519656343059 
y 0.005524861878453038 0.9944751381215469 
y 0.3801199704322576 0.6198800295677425 
y 0.9124872261515535 0.08751277384844655 
y 1 2.225073858507296e-308 
y 0.8204935239436811 0.1795064760563191 
y 0.4735443836029015 0.5264556163970986 
y 0.4688530640554561 0.531146935944544 
y 0.9239130482948423 0.07608695170515771 
y 1 2.225073858507303e-308 
y 0.9864864864864865 0.01351351351351351 
y 1 2.225073858507251e-308 
y 0.9949238578680202 0.005076142131979695 
y 1 2.22507385850738e-308 
y 0.4484431285016046 0.5515568714983954 
y 1 2.225073858507324e-308 
y 0.8121957490149826 0.187804250985017 
y 0.9910714285714285 0.008928571428571428 
y 0.9736842105263157 0.02631578947368421 
y 1 2.386799724288966e-108 
y 0.3635266179224396 0.6364733820775604 
y 0.9866666666666667 0.01333333333333333 
y 0.7147241800569518 0.2852758199430478 
y 0.2000143725640392 0.7999856274359609 
y 1 2.225073858507201e-308 
y 0.6345260770078499 0.3654739229921501 
y 0.6211889882335579 0.3788110117664421 
y 0.4158250978530271 0.5841749021469732 
y 0.4861415759130778 0.5138584240869222 
y 0.2273180711630122 0.7726819288369872 
y 0.5077557052687693 0.4922442947312306 
y 0.4131266873301119 0.5868733126698882 
y 0.9696969696969697 0.0303030303030303 
y 0.2423944342571581 0.7576055657428418 
y 0.9705882352941176 0.02941176470588235 
y 0.21705182336047 0.7829481766395296 
y 0.9866666666666667 0.01333333333333333 
y 0.2348709889499619 0.7651290110500384 
y 0.4166011304043192 0.5833988695956807 
y 0.5248606776542297 0.4751393223457702 
y 0.5371602244531067 0.4628397755468932 
y 0.4008640836440874 0.5991359163559125 
y 0.9722222222222222 0.02777777777777778 
y 0.3314589432576243 0.668541056742376 
y 1 2.225073858507333e-308 
y 0.2739798126422902 0.7260201873577097 
y 0.9411764705882353 0.05882352941176471 
y 1 2.225073858507263e-308 
y 1 2.225073858507201e-308 
y 0.4161606211633107 0.5838393788366893 
y 0.5720097220834227 0.4279902779165772 
y 0.1270220578141123 0.8729779421858885 
y 0.07820269831327431 0.9217973016867256 
y 0.9936708860759493 0.006329113924050633 
y 0.9999999999999999 2.225073858507201e-308 
n 
y 0.7685138247399581 0.2314861752600419 
y 0.9041096556442072 0.09589034435579286 
y 0.8367598202861513 0.163240179713849 
y 0.876344714547154 0.1236552854528459 
y 0.08694012956112902 0.9130598704388709 
y 0.05882352941176471 0.9411764705882353 
y 0.96 0.04 
y 0.9821428571428571 0.01785714285714286 
y 1 2.225073858507221e-308 
y 0.3589448345651615 0.6410551654348384 
y 0.6190979653039669 0.3809020346960329 
y 0.9787234042553191 0.02127659574468085 
y 0.2333967556168809 0.7666032443831191 
y 1 2.225073858507368e-308 
n 
y 0.916025141506752 0.0839748584932479 
y 0.9999999999999999 2.225073858507254e-308 
y 1 2.225073858507201e-308 
n 
y 0.8333333333333333 0.1666666666666667 
y 0.5714011425912334 0.4285988574087665 
y 2.225073858507264e-308 1 
y 1 2.225073858507263e-308 
y 0.1767161144798467 0.8232838855201531 
y 0.316986518782267 0.6830134812177328 
y 0.8080000000004595 0.1919999999995408 
y 0.4342256356862007 0.5657743643137992 
y 0.5925791562719377 0.4074208437280621 
y 1 2.225073858507264e-308 
n 
y 0.7639480847770257 0.2360519152229743 
y 0.9821428571428571 0.01785714285714286 
y 0.3181789315994966 0.6818210684005034 
y 1 2.225073858507305e-308 
y 1 2.225073858507305e-308 
y 0.9583333333333333 0.04166666666666666 
y 0.9629629629629629 0.03703703703703703 
y 0.4123978188186659 0.5876021811813341 
y 0.5236269544195037 0.4763730455804966 
y 0.09710311783576679 0.9028968821642334 
y 0.5351224314173925 0.4648775685826075 
y 0.6814323308615894 0.3185676691384103 
